# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 28.0
# Date and time generated: October 30, 2023, 10:06:52
"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	"molecular_charge"	"_smiles"
"11-HPODE"	"11-HpODE"	["11-hydroperoxyoctadeca-9,12-dienoic acid", "(9Z,12Z)-11-hydroperoxyoctadeca-9,12-dienoate", "11-hydroperoxylinoleic acid", "11-hydroperoxylinoleate", "(&plusmn;)11-HpODE"]	"C18H31O4"	311.44	-1	"CCCCC\C=C/C(OO)\C=C/CCCCCCCC([O-])=O"
"11-Hydroxyjasmonates"	"an 11-hydroxyjasmonate"	["an 11-OHJA", "an 11-hydroxyjasmonic acid", "an 11-hydroxy-JA"]	"C12H17O4"	225.264	-1	"CC(O)\C=C/CC1(C(=O)CCC1CC([O-])=O)"
"11-Oxosteroids"	"an 11-oxosteroid"	[]	null	null	0	"CC34(CC(=O)C2(C(CCC1(CCCCC(C)12))C(CCC([R])3)4))"
"12-apo-Carotenals"	"a 12'-apo-carotenal"	[]	null	null	0	"CC([R])=C/C=C/C(\C)=C/C=C/C=C(C)/C=O"
"12-carboxyjasmonoyl-L-amino-acids"	"a 12-hydroxy-12-oxojasmonoyl-L-amino acid"	[]	null	null	-2	"[C@@H]([R])(NC(=O)CC1(CCC(=O)C(C\C=C/CC([O-])=O)1))C([O-])=O"
"12-DAG-alpha-D-GAL-alpha-D-Glc"	"a 1,2-diacyl-3-<i>O</i>-(&alpha;-D-galactopyranosyl-(1&rarr;2)-<i>O</i>-&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"	[]	null	null	0	"C(O)[C@H]2(O[C@H](O[C@@H]1([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](OC[C@@H](COC(=O)[R1])OC(=O)[R2])1))[C@H](O)[C@@H](O)[C@@H](O)2)"
"12-DIACYL-3-3-ETCETERA-GLYCEROL"	"a 1,2-diacyl-3-[3-(<i>N</i>-acetyl-&alpha;-D-neuraminyl)-&beta;-D-galactosyl]-<i>sn</i>-glycerol"	[]	null	null	-1	"CC(=O)N[C@H]2([C@H]([C@H](O)[C@H](O)CO)O[C@](C([O-])=O)(O[C@@H]1([C@H]([C@@H](O[C@H](CO)[C@@H]1O)OC[C@H](OC(=O)[R2])COC([R1])=O)O))C[C@H](O)2)"
"12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL"	"a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"	["1,2-diacyl-3-<i>O</i>-(&alpha;-D-glucosyl)-<i>sn</i>-glycerol", "a 1,2-diacyl-3-<i>O</i>-(&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"]	null	null	0	"C(O)[C@H]1(O[C@H](OC[C@@H](COC(=O)[R1])OC(=O)[R2])[C@H](O)[C@@H](O)[C@H](O)1)"
"12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL1"	"a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl(1->2)-O-&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"	[]	null	null	0	"C(O)[C@H]2(O[C@H](O[C@@H]1([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](OC[C@@H](COC(=O)[R1])OC(=O)[R2])1))[C@H](O)[C@@H](O)[C@H](O)2)"
"12-Epoxybutane"	"1,2-epoxybutane"	[]	"C4H8O"	72.107	0	"CCC1(OC1)"
"12-EPOXYPROPANE"	"1,2-epoxypropane"	["propylene oxide", "methyloxirane"]	"C3H6O"	58.08	0	"CC1(CO1)"
"12-Hydroxyjasmonate-Sulfates"	"a 12-hydroxyjasmonate sulfate"	["a 12-OHJA sulfate", "a 12-hydroxyjasmonic acid sulfate", "a SO4-hydroxy-JA", "a 12-hydroxy-JA sulfate"]	"C12H16O7S"	304.314	-2	"C(OS(=O)(=O)[O-])C\C=C/CC1(C(=O)CCC1CC([O-])=O)"
"12-Hydroxyjasmonates"	"tuberonic acid"	["12-OHJA", "12-hydroxyjasmonic acid", "12-hydroxy-JA", "(+/-)-12-hydroxyjasmonate", "12-hydroxy epi-jasmonic acid", "12-hydroxyjasmonate", "{(1R,2R)-2-[(2Z)-5-hydroxypent-2-enyl]-3-oxo-cyclopentyl}acetate"]	"C12H17O4"	225.264	-1	"C(O)C\C=C/CC1(C(=O)CCC1CC([O-])=O)"
"12-oxojasmonoyl-L-amino-acids"	"a 12-oxojasmonoyl-L-amino acid"	[]	null	null	-1	"C(=O)C\C=C/CC1(C(=O)CCC1CC(N[C@@H]([R])C([O-])=O)=O)"
"13-14-Mixed-Xylan"	"a mix-linked (1&rarr;3/1&rarr;4)-&beta;-D-xylan"	["xylan type X<sub>m</sub>", "a mix-linked (&beta;-1&rarr;3/&beta;1&rarr;4)-D-xylan", "(&beta;-1&rarr;3/&beta;1&rarr;4)-linked D-xylan", "rhodymenan"]	null	null	0	"[C@H]1(O[R2])(OC[C@H]([C@H](O)[C@@H](O)1)O[C@@H]2(OC[C@@H](O)[C@@H]([C@@H](O)2)O[C@@H]3(OC[C@H]([C@H](O)[C@@H](O)3)O[C@@H]4(OC[C@@H](O[R1])[C@H](O)[C@@H](O)4))))"
"13-and-16-Sial-Gal-N-glycans"	"a {&alpha;-D-Sial-(2&rarr;6)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Sial-(2&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein]"	[]	null	null	-2	"CC(=O)N[C@@H]%15([C@@H](O)C[C@](OC[C@@H]%14([C@H](O)[C@H](O)[C@@H](O)[C@H](O[C@H]%13([C@@H]([C@H]([C@H](O[C@@H]1([C@H](O[C@@H]([C@H]([C@@H]1O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)3))O)NC(C)=O))CO)O[C@H]6([C@H](O)[C@H](O[C@@H](O[C@H]5([C@@H]([C@H]([C@H](O[C@@H]4([C@@H](CO)O[C@@H](NC(=O)C[C@H](N[a protein])C([a protein])=O)[C@H](NC(=O)C)[C@@H](O)4))O[C@@H]5CO)NC(=O)C)O))[C@@H](O)6)CO[C@@H]%10([C@@H](O[C@@H]7([C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]9(O[C@H](CO)[C@H](O)[C@H](O[C@]8(C([O-])=O)(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O8)[C@H](O)[C@H](O)CO))[C@@H](O)9))O)NC(C)=O))[C@H]([C@H](O)[C@H](O%10)CO[C@@H]%11([C@@H]([C@H]([C@@H]([C@H](O%11)CO)O[C@@H]%12(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)%12))O)NC(C)=O))O))))O[C@@H]%13CO)NC(=O)C)O))O%14))(C([O-])=O)O[C@H]%15[C@H](O)[C@H](O)CO)"
"13-BETA-D-GALACTOSYL-N-ACETYL-D-GLU"	"a lactotetraosylceramide"	["a &beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-&beta;-D-glucosyl-(1&harr;1)ceramide", "a &beta;-D-galactosyl-(1,3)-N-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D-galactosyl-(1,4)-&beta;-D-glucosyl-(1&harr;1)-ceramide"]	null	null	0	"CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1(O[C@H](CO)[C@H]([C@H](O)[C@@H](O)1)O[C@@H]4(O[C@H](CO)[C@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@H]([C@H](O[C@@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](NC(C)=O)3)O))[C@@H](O)4)))NC(=O)[R]"
"13-BETA-D-XYLANS"	"a (1->3)-&beta;-D-xylan"	["xylan type X<sub>3</sub>"]	null	null	0	"[C@H]3(O[R2])(OC[C@@H](O)[C@H](O[C@H]1([C@@H]([C@H]([C@@H](CO1)O)O[C@@H]2(OC[C@@H](O)[C@H](O[R1])[C@@H](O)2))O))[C@@H](O)3)"
"13-Sial-Gal-N-glycans"	"a {&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Sial-(2&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein]"	[]	null	null	-1	"CC(=O)N[C@@H]%14([C@@H](O)C[C@](O[C@@H]%13([C@@H](O)[C@H](O[C@H]%12([C@@H]([C@H]([C@@H](O[C@@H]9([C@@H](OC[C@H]3(O[C@@H](O[C@H]2([C@@H]([C@H]([C@H](O[C@@H]1([C@@H](CO)O[C@@H](NC(=O)C[C@H](N[a protein])C([a protein])=O)[C@H](NC(=O)C)[C@@H](O)1))O[C@@H]2CO)NC(=O)C)O))[C@@H](O)[C@H]([C@H](O)3)O[C@@H]6([C@@H](O[C@H]5([C@H](NC(=O)C)[C@H]([C@H](O[C@@H]4(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)4))[C@@H](CO)O5)O))[C@@H](O)[C@@H]([C@H](O6)CO)O[C@@H]7([C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]8(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)8))O)NC(C)=O))))O[C@@H]([C@H]([C@@H]9O)O)CO[C@@H]%10([C@@H]([C@H]([C@@H]([C@H](O%10)CO)O[C@@H]%11(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)%11))O)NC(C)=O)))O[C@@H]%12CO)NC(C)=O)O))O[C@H](CO)[C@H](O)%13))(C([O-])=O)O[C@H]%14[C@H](O)[C@H](O)CO)"
"14-alpha-methylsteroids"	"a 14&alpha;-methylsteroid"	[]	null	null	0	"CC34(CCC2(C(CCC1(CCCCC(C)12))[C@](C)(CCC([R])3)4))"
"14a-formylsteroids"	"a 14&alpha;-formylsteroid"	[]	null	null	0	"CC34(CCC2(C(CCC1(CCCCC(C)12))[C@](C=O)(CCC([R])3)4))"
"14a-Hydroxymethylsteroids"	"a 14&alpha;-hydroxymethylsteroid"	[]	null	null	0	"CC34(CCC2(C(CCC1(CCCCC(C)12))[C@](CO)(CCC([R])3)4))"
"15-ANHYDRO-D-GLUCITOL"	"1,5-anhydro-D-glucitol"	["1,5-anhydro-D-sorbitol", "1,5-anhydroglucitol", "1-deoxy-D-glucopyranose"]	"C6H12O5"	164.158	0	"C(O)[C@H]1(OC[C@H](O)[C@@H](O)[C@H](O)1)"
"15-DIDEOXY-15-IMINO-D-GALACTITOL"	"1,5-dideoxy-1,5-imino-D-galactitol"	["1-deoxygalactonojirimycin"]	"C6H14NO4"	164.181	1	"C1([NH2+][C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1)"
"16-alpha-D-Mannosyloligosaccharides"	"a (1,6)-&alpha;-D-mannan oligosaccharide"	["a (1->6)-&alpha;-D-mannose-(1->6)&alpha;-D-mannosyl-oligosaccharide", "a (1,6)-&alpha;-D-mannosyloligosaccharide"]	null	null	0	"C(O)[C@H]1(O[C@H]([C@@H](O)[C@@H](O)[C@H](O)1)OC[C@H]2(O[C@H]([C@@H](O)[C@@H](O)[C@H](O)2)OC[C@H]3(O[C@H]([C@@H](O)[C@@H](O)[C@H](O)3)OC[C@H]4(O[C@H]([C@@H](O)[C@@H](O)[C@H](O)4)O[R]))))"
"16S-rRNA-2-O-methylcytidine1402"	"a 2'-<i>O</i>-methylcytidine<sup>1402</sup> in 16S rRNA"	[]	null	null	-2	"CO[C@@H]2([C@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](COP(=O)([O-])O[a 16S rRNA])O[C@@H](n1(ccc(N)nc(=O)1))2)"
"16S-rRNA-2-O-methylcytidine1409"	"a 2'-<i>O</i>-methylcytidine<sup>1409</sup> in 16S rRNA"	[]	null	null	-2	"CO[C@@H]2([C@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](COP(=O)([O-])O[a 16S rRNA])O[C@@H](n1(ccc(N)nc(=O)1))2)"
"16S-rRNA-5-O-methylcytosine1407"	"a 5-methylcytosine<sup>1407</sup> in 16S rRNA"	[]	null	null	-2	"Cc1(c(N)nc(=O)n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP([O-])(=O)O[a 16S rRNA])[C@@H](O)2))"
"16S-rRNA-5-O-methylcytosine967"	"a 5-methylcytosine<sup>967</sup> in 16S rRNA"	[]	null	null	-2	"Cc1(c(nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))=O)N)"
"16S-rRNA-7-methylguanine1405"	"an <i>N</i><sup>7</sup>-methylguanine<sup>1405</sup> in 16S rRNA"	[]	null	null	-1	"C[n+]1(c3(c(=O)[nH]c(N)nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))3))"
"16S-rRNA-adenine1408"	"adenine<sup>1408</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-adenine1518-adenine1519"	"adenine<sup>1518</sup>/adenine<sup>1519</sup> in 16S rRNA"	[]	null	null	-3	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]6(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](OP(OC[C@H]5(O[C@@H](n3(c4(c(nc3)c(N)ncn4)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])5))(=O)[O-])6)"
"16S-rRNA-Adenines"	"an adenine in 16S rRNA"	["16S -rRNA adenine"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-cytidine1402"	"a cytidine<sup>1402</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(N)nc(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-cytidine1409"	"a cytidine<sup>1409</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(N)nc(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-Cytidines"	"a cytidine in 16S rRNA"	["a 16S rRNA cytidine"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(N)nc(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-cytosine1407"	"a cytosine<sup>1407</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(c(nc(cc1)N)=O))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-cytosine967"	"a cytosine<sup>967</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(c(nc(cc1)N)=O))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-Cytosines"	"a cytosine is 16S rRNA"	["16S rRNA cytosine"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(c(nc(cc1)N)=O))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-guanine-1207"	"a guanine<sup>1207</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-guanine-1405"	"a guanine<sup>1405</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-guanine-1516"	"a guanine<sup>1516</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-guanine-527"	"a guanine<sup>527</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-guanine-966"	"a guanine<sup>966</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-guanine1516"	"a guanine<sup>1516</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-Guanines"	"a guanine in 16S rRNA"	["16S rRNA guanine"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)"
"16S-rRNA-N1-methyladenine1408"	"N<sup>1</sup>-methyladenine<sup>1408</sup> in 16S rRNA"	[]	null	null	-2	"CN2(C(c1(ncn(c1\N=C/2)[C@@H]3(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)3)))=N)"
"16S-rRNA-N2-methylguanine1207"	"an <i>N</i><sup>2</sup>-methylguanine<sup>1207</sup> in 16S rRNA"	[]	null	null	-2	"CNc1(nc2(n(cnc(c(=O)[nH]1)2)[C@@H]3(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)3)))"
"16S-rRNA-N2-methylguanine1516"	"an <i>N</i><sup>2</sup>-methylguanine<sup>1516</sup> in 16S rRNA"	[]	null	null	-2	"CNc1(nc2(n(cnc(c(=O)[nH]1)2)[C@@H]3(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)3)))"
"16S-rRNA-N2-methylguanine966"	"an <i>N</i><sup>2</sup>-methylguanine<sup>966</sup> in 16S rRNA"	[]	null	null	-2	"CNc1(nc2(n(cnc(c(=O)[nH]1)2)[C@@H]3(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)3)))"
"16S-rRNA-N2methylguanine1516"	"an <i>N</i><sup>2</sup>-methylguanine<sup>1516</sup> in 16S rRNA"	[]	null	null	-2	"CNc1(nc2(n(cnc(c(=O)[nH]1)2)[C@@H]3(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)3)))"
"16S-rRNA-N3-methyluracil1498"	"an <i>N</i><sup>3</sup>-methyluracil<sup>1498</sup> in 16S rRNA"	[]	null	null	-2	"Cn1(c(=O)ccn(c(=O)1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))"
"16S-rRNA-N3-MethylUs"	"an  N<sup>3</sup>-methyluridine in 16S rRNA"	["16S rRNA containing N<sup>3</sup>-methylated uridine"]	null	null	-2	"Cn1(c(=O)ccn(c(=O)1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))"
"16S-rRNA-N4-methylcytidine1402"	"an <i>N</i><sup>4</sup>-methylcytidine<sup>1402</sup>  in 16S rRNA"	[]	null	null	-2	"CNc1(nc(=O)n(cc1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))"
"16S-rRNA-N6-dimethyladenine1518-1519"	"N<sup>6</sup>-dimethyladenine<sup>1518</sup>/N<sup>6</sup>-dimethyladenine<sup>1519</sup>in 16S rRNA"	[]	null	null	-3	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]6(O[C@@H](n1(c2(c(nc1)c(N(C)C)ncn2)))[C@H](O)[C@H](OP(OC[C@H]5(O[C@@H](n3(c4(c(nc3)c(N(C)C)ncn4)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])5))(=O)[O-])6)"
"16S-rRNA-N7-methylguanine527"	"an <i>N</i><sup>7</sup>-methylguanine<sup>527</sup> in 16S rRNA"	[]	null	null	-1	"C[n+]1(c3(c(=O)[nH]c(N)nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))3))"
"16S-rRNA-pseudouridine516"	"a 16S rRNA pseudouridine<sup>516</sup>"	[]	null	null	-2	"c1(c(c(=O)[nH]c(=O)[nH]1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))"
"16S-rRNA-Uracil"	"a uracil in 16S rRNA"	["16S rRNA uracil"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(=O)[nH]c(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-uracil1498"	"a uracil<sup>1498</sup> in 16S rRNA"	[]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(=O)[nH]c(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-uridine516"	"a uridine<sup>516</sup> in 16S rRNA"	["a 16S rRNA uridine<sup>516</sup>"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(=O)[nH]c(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNA-uridines"	"a uridine in 16S rRNA"	["16S rRNA uridine"]	null	null	-2	"C(OP(=O)([O-])O[a 16S rRNA])[C@H]2(O[C@@H](n1(ccc(=O)[nH]c(=O)1))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])2)"
"16S-rRNAs-Pseudouridines"	"a 16S rRNA pseudouridine"	["a pseudouridine in 16S rRNA"]	null	null	-2	"c1(c(c(=O)[nH]c(=O)[nH]1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))"
"17-Alpha-Hydroxysteroids"	"a 17-&alpha;-hydroxysteroid"	[]	"C19H32O"	276.461	0	"CC24(CCCCC(CCC1(C3(CC[C@@H](O)C(C)(CCC12)3)))4)"
"17-BETA-HYDROXYANDROSTAN-3-ONE"	"5-dihydrotestosterone"	["17-&beta;-hydroxyandrostan-3-one"]	"C19H30O2"	290.445	0	"C[C@@]34([C@H]2([C@H]([C@H]1([C@@](C)([C@@H](O)CC1)CC2))CCC3CC(=O)CC4))"
"17-beta-Hydroxysteroids"	"a 17-&beta;-hydroxysteroid"	[]	"C19H32O"	276.461	0	"CC24(CCCCC(CCC1(C3(CC[C@H](O)C(C)(CCC12)3)))4)"
"17-DIAMINOHEPTANE"	"1,7-diaminoheptane"	[]	"C7H20N2"	132.248	2	"C(CCCCCC[NH3+])[NH3+]"
"17a-hydroxy-C21-steroids"	"a 17&alpha;-hydroxy-C<sub>21</sub>-steroid"	[]	null	null	0	"CC(=O)C2(O)(CCC3(C4(CCC1(CC([R])CCC(C)1C(CCC(C)23)4))))"
"18S-rRNA-adenine1779-adenine1780"	"an adenine<sup>1779</sup>/adenine<sup>1780</sup> in 18S rRNA"	["an 18S rRNA adenine<sup>1779</sup>/adenine<sup>1780</sup>"]	null	null	-3	"C(OP(O[an 18S rRNA])([O-])=O)[C@H]3(O[C@@H](n1(cnc2(c1ncnc(N)2)))[C@H](O)[C@@H]3OP([O-])(=O)OC[C@H]6(O[C@@H](n4(cnc5(c4ncnc(N)5)))[C@H](O)[C@H](OP(=O)([O-])O[an 18S rRNA])6))"
"18s-rRNA-Adenines"	"an adenine in 18S rRNA"	["18s rRNA adenine"]	null	null	-2	"C(OP(=O)([O-])O[an 18S rRNA])[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](OP(=O)(O[an 18S rRNA])[O-])3)"
"18S-rRNA-N6-dimethyladenine1779-1780"	"an N<sup>6</sup>-dimethyladenine<sup>1779</sup>/N<sup>6</sup>-dimethyladenine<sup>1780</sup> in 18S rRNA"	["an 18S rRNA N<sup>6</sup>-dimethyladenine<sup>1779</sup>/N<sup>6</sup>-dimethyladenine<sup>1780</sup>"]	null	null	-3	"CN(C)c6(c5(ncn([C@@H]4(O[C@H](COP([O-])(=O)O[C@H]3([C@@H](O)[C@H](n1(cnc2(c1ncnc(N(C)C)2)))O[C@H](COP(O[an 18S rRNA])([O-])=O)3))[C@@H](OP(=O)([O-])O[an 18S rRNA])[C@@H](O)4))c5ncn6))"
"18S-rRNA-pseudouridine-1191"	"an 18S rRNA pseudouridine<sup>1191</sup>"	["a pseudouridine <sup>1191</sup> in 18S rRNA", "an 18S rRNA pseudouridine <sup>1191</sup>", "an 18S rRNA containing pseudouridine at position 1191", "a pseudouridine<sup>1191</sup> in 18S rRNA"]	null	null	-2	"c1(c(c(=O)[nH]c(=O)[nH]1)[C@@H]2(O[C@H](COP(=O)([O-])O[an 18S rRNA])[C@@H](OP(=O)(O[an 18S rRNA])[O-])[C@@H](O)2))"
