Gene,Monomer,Covert_Expression,Li_Expression
gfcC,G6506-MONOMER,1.1955,4.000000
gfcB,G6507-MONOMER,2.06806666667,2.000000
gfcA,G6508-MONOMER,8.60036666667,8.000000
cspH,G6510-MONOMER,11.1000333333,3.000000
cspG,G6511-MONOMER,280.356166667,12.000000
ymcE,G6512-MONOMER,64.7486,76.000000
yccM,G6513-MONOMER,10.6425,1.000000
torS,TORS-MONOMER,3.5188,2.000000
torT,TORT-MONOMER,4.6533,2.000000
torD,EG12195-MONOMER,7.3905,4.000000
cbpM,EG12194-MONOMER,25.7162333333,29.000000
cbpA,EG12193-MONOMER,58.6798666667,22.000000
yccE,EG12196-MONOMER,0.809166666667,1.000000
yccJ,EG12703-MONOMER,76.3465666667,11.000000
wrbA,PD01343,64.8925333333,11.000000
efeO,G6527-MONOMER,159.496366667,31.000000
efeB,EG11735-MONOMER,81.6225666667,19.000000
phoH,EG11734-MONOMER,25.1584333333,4.000000
pgaD,G6528-MONOMER,7.3626,3.000000
pgaC,G6529-MONOMER,1.70353333333,1.000000
pgaB,G6530-MONOMER,1.58493333333,1.000000
pgaA,G6531-MONOMER,5.3528,1.000000
ycdT,G6532-MONOMER,12.2915666667,4.000000
ycdU,G6536-MONOMER,0.790366666667,1.000000
ycdX,G6540-MONOMER,102.461866667,68.000000
ycdY,G6541-MONOMER,100.974433333,88.000000
ycdZ,G6542-MONOMER,48.1811666667,61.000000
csgG,G6543-MONOMER,7.78026666667,6.000000
csgF,G6544-MONOMER,10.0117333333,1.000000
csgE,G6545-MONOMER,8.71276666667,1.000000
csgA,EG11489-MONOMER,6.22556666667,3.000000
csgC,G6548-MONOMER,39.3999,1.000000
ymdA,G6549-MONOMER,76.8485333333,2.000000
ymdB,G6550-MONOMER,46.0895333333,8.000000
clsC,G6551-MONOMER,13.2385666667,5.000000
mdoC,G6552-MONOMER,9.04706666667,22.000000
mdoG,EG11885-MONOMER,172.741266667,183.000000
mdoH,EG11886-MONOMER,92.1416666667,173.000000
yceK,EG12689-MONOMER,23.9628666667,9.000000
msyB,EG11338-MONOMER,39.8405333333,12.000000
mdtG,YCEE-MONOMER,6.00213333333,4.000000
yceA,EG11116-MONOMER,21.5913333333,147.000000
yceI,EG11820-MONOMER,37.6771666667,12.000000
yceJ,G6554-MONOMER,6.98373333333,5.000000
yceO,G6555-MONOMER,3.54616666667,1.000000
bssS,G6557-MONOMER,143.741833333,104.000000
dinI,G6558-MONOMER,99.8586333333,147.000000
yceB,EG11117-MONOMER,65.615,29.000000
mdtH,B1065-MONOMER,4.7869,2.000000
rimJ,EG10851-MONOMER,95.3051,51.000000
yceH,EG11537-MONOMER,76.1597,49.000000
yceM,G6560-MONOMER,30.0086333333,35.000000
flgN,G6562-MONOMER,808.432233333,5.000000
flgA,G357-MONOMER,376.945266667,6.000000
flgB,FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1842.9134,9.000000
flgC,FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1343.61136667,8.000000
flgD,G360-MONOMER,1614.1331,10.000000
flgE,G361-MONOMER,1416.30733333,8.000000
flgF,FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,514.777033333,6.000000
flgG,FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,611.955766667,6.000000
flgH,FLGH-FLAGELLAR-L-RING,205.793433333,3.000000
flgI,FLGI-FLAGELLAR-P-RING,149.9035,2.000000
flgJ,G366-MONOMER,126.554933333,2.000000
flgK,EG11967-MONOMER,503.758766667,3.000000
flgL,EG11545-MONOMER,693.803566667,3.000000
rne,EG10859-MONOMER,205.052133333,174.000000
yceQ,G6563-MONOMER,200.559366667,1.000000
rluC,EG11118-MONOMER,29.3213666667,158.000000
yceF,EG11438-MONOMER,53.9381333333,26.000000
yceD,EG11119-MONOMER,1889.7557,3835.000000
rpmF,EG10890-MONOMER,3708.2957,5504.000000
yceG,EG11494-MONOMER,18.9834666667,44.000000
holB,EG11500-MONOMER,26.9988,62.000000
ycfH,EG12303-MONOMER,65.8196333333,66.000000
hinT,EG12172-MONOMER,112.750666667,119.000000
ycfL,G6564-MONOMER,123.9289,124.000000
lpoB,G6565-MONOMER,108.5518,97.000000
ycfP,G6568-MONOMER,194.006866667,70.000000
ycfJ,EG12444-MONOMER,23.8375333333,20.000000
bhsA,G6570-MONOMER,35.016,40.000000
ycfS,G6571-MONOMER,8.61076666667,21.000000
mfd,EG11619-MONOMER,48.8654333333,44.000000
lolC,YCFU-MONOMER,50.6344,63.000000
lolD,YCFV-MONOMER,38.0860666667,67.000000
lolE,YCFW-MONOMER,45.8114,65.000000
cobB,G6577-MONOMER,45.7716,49.000000
ycfZ,G6578-MONOMER,6.444,3.000000
ymfA,G6579-MONOMER,6.40263333333,9.000000
pepT,EG11549-MONOMER,101.339333333,16.000000
ycfD,EG11430-MONOMER,77.6477666667,92.000000
phoQ,PHOQ-MONOMER,54.0225333333,35.000000
hflD,EG11345-MONOMER,72.0889333333,156.000000
mnmA,EG11344-MONOMER,74.9265333333,183.000000
rluE,G6581-MONOMER,32.9572666667,27.000000
ymfD,G6582-MONOMER,6.87773333333,5.000000
ymfE,G6583-MONOMER,5.9542,2.000000
lit,EG10535-MONOMER,8.77396666667,4.000000
intE,EG12370-MONOMER,4.33563333333,3.000000
xisE,G6585-MONOMER,6.756,3.000000
ymfI,G6587-MONOMER,111.351433333,18.000000
ymfJ,G6588-MONOMER,16.9146666667,3.000000
ymfM,G6592-MONOMER,3.83133333333,1.000000
ymfR,G6594-MONOMER,0.279333333333,1.000000
tfaE,EG11120-MONOMER,0.838066666667,1.000000
pinE,EG10737-MONOMER,0.644766666667,1.000000
mcrA,EG10573-MONOMER,7.44436666667,7.000000
iraM,G6600-MONOMER,3.1145,2.000000
ycgX,G6601-MONOMER,4.1877,16.000000
bluF,G6603-MONOMER,15.3450333333,1.000000
ycgZ,G6604-MONOMER,1.66043333333,9.000000
ymgA,G6605-MONOMER,1.0475,5.000000
ariR,G6606-MONOMER,0.400866666667,6.000000
ymgC,G6607-MONOMER,0.314366666667,2.000000
ycgG,G6608-MONOMER,1.19813333333,1.000000
ymgD,G6611-MONOMER,16.0106666667,29.000000
ymgG,G6612-MONOMER,16.3937,34.000000
minE,EG10598-MONOMER,210.059466667,267.000000
minD,EG10597-MONOMER,282.867333333,258.000000
minC,EG10596-MONOMER,259.2023,153.000000
ycgJ,G6614-MONOMER,48.1109666667,23.000000
pliG,G6615-MONOMER,50.6297666667,15.000000
ycgL,G6616-MONOMER,100.156,91.000000
ycgM,G6617-MONOMER,31.8813,50.000000
ycgN,G6618-MONOMER,29.6121666667,40.000000
umuD,EG11057-MONOMER,7.27876666667,7.000000
umuC,EG11056-MONOMER,6.0002,4.000000
ycgB,EG11516-MONOMER,7.6599,1.000000
cvrA,YCGO-MONOMER,27.1522333333,13.000000
ycgR,G6623-MONOMER,267.093766667,1.000000
ymgE,G6624-MONOMER,2.58943333333,1.000000
ycgY,G6625-MONOMER,1.4913,1.000000
ycgV,G6629-MONOMER,5.20843333333,3.000000
ychF,EG11404-MONOMER,113.3775,327.000000
pth,EG10785-MONOMER,24.164,127.000000
ychH,EG11533-MONOMER,95.6337666667,15.000000
lolB,EG11293-MONOMER,128.399433333,56.000000
prfA,EG10761-MONOMER,49.0176,72.000000
prmC,EG12424-MONOMER,18.5347,45.000000
chaB,EG12402-MONOMER,7.06333333333,3.000000
chaC,EG12403-MONOMER,15.3553333333,11.000000
ychN,EG12404-MONOMER,122.791,74.000000
ychO,EG12405-MONOMER,10.6933,7.000000
narX,NARX-MONOMER,20.3786333333,19.000000
tpr,EG11016-MONOMER,0.0,68.000000
ychJ,EG12119-MONOMER,113.278766667,101.000000
rssA,EG12120-MONOMER,39.8995666667,32.000000
rssB,EG12121-MONOMER,21.7273666667,25.000000
ychE,EG11342-MONOMER,20.3369666667,25.000000
yciU,G6633-MONOMER,71.4966333333,80.000000
yciI,EG11607-MONOMER,277.430033333,40.000000
yciA,EG11121-MONOMER,42.9697333333,147.000000
yciB,EG11122-MONOMER,35.3846333333,75.000000
yciC,EG11123-MONOMER,34.5773,74.000000
ompW,EG11124-MONOMER,25.9040333333,11.000000
yciE,EG11125-MONOMER,4.78826666667,1.000000
trpL,EG11274-MONOMER,14.6376,42.000000
yciV,G6634-MONOMER,37.9698333333,37.000000
yciO,G6635-MONOMER,76.3523,56.000000
yciQ,G6636-MONOMER,6.1646,8.000000
rluB,EG12433-MONOMER,52.9783666667,244.000000
yciK,EG11759-MONOMER,46.3608666667,24.000000
sohB,EG10956-MONOMER,71.9266,71.000000
yciN,EG12868-MONOMER,214.094866667,199.000000
topA,EG11013-MONOMER,103.453866667,200.000000
yciS,G6637-MONOMER,97.5653,89.000000
yciM,EG12691-MONOMER,29.8887333333,42.000000
yciH,EG11128-MONOMER,58.1594333333,133.000000
osmB,EG10679-MONOMER,28.9940333333,33.000000
gmr,G6639-MONOMER,7.6372,6.000000
rnb,EG11620-MONOMER,133.435966667,213.000000
yciW,G6640-MONOMER,11.8617666667,9.000000
ycjD,G6641-MONOMER,7.78753333333,8.000000
sapF,SAPF-MONOMER,27.3634333333,29.000000
sapC,SAPC-MONOMER,13.8734333333,29.000000
sapB,SAPB-MONOMER,15.8980666667,34.000000
sapA,SAPA-MONOMER,24.0020666667,35.000000
ymjA,G6642-MONOMER,42.0505666667,20.000000
pspA,EG10776-MONOMER,54.2152666667,40.000000
pspD,EG10779-MONOMER,7.7285,15.000000
ycjQ,G6651-MONOMER,1.39826666667,1.000000
ycjR,G6652-MONOMER,2.35276666667,1.000000
ycjS,G6653-MONOMER,1.94603333333,1.000000
ycjT,G6654-MONOMER,1.27396666667,1.000000
ycjX,G6659-MONOMER,11.8538,24.000000
ycjF,EG12870-MONOMER,11.7810333333,23.000000
tpx,G6660-MONOMER,1306.80063333,1028.000000
ycjY,G6663-MONOMER,3.72526666667,1.000000
ynaI,MONOMER0-82,6.9531,23.000000
ynaJ,G6668-MONOMER,164.829633333,345.000000
uspE,EG11246-MONOMER,250.3404,38.000000
ogt,EG10668-MONOMER,18.3499333333,11.000000
abgT,ABGT-MONOMER,1.71436666667,1.000000
abgB,G6669-MONOMER,2.36716666667,1.000000
abgA,G6670-MONOMER,0.9338,1.000000
smrA,G6672-MONOMER,10.4623,35.000000
ydaM,G6673-MONOMER,6.60173333333,2.000000
ydaN,G6674-MONOMER,25.7695,23.000000
dbpA,EG10210-MONOMER,7.81476666667,17.000000
ttcA,G6675-MONOMER,51.4045666667,128.000000
intR,G6676-MONOMER,12.2397666667,16.000000
rcbA,EG11901-MONOMER,0.0,2.000000
lar,EG11900-MONOMER,0.196633333333,1.000000
recT,EG11899-MONOMER,1.92493333333,2.000000
recE,EG10827-MONOMER,2.19203333333,1.000000
kilR,EG12155-MONOMER,0.153533333333,1.000000
sieB,EG12154-MONOMER,1.35793333333,2.000000
ydaT,G6682-MONOMER,2.90303333333,2.000000
ydaU,G6683-MONOMER,3.03676666667,1.000000
ydaV,G6684-MONOMER,1.20333333333,1.000000
ynaK,G6688-MONOMER,1.28886666667,3.000000
stfR,G6695-MONOMER,1.4813,1.000000
uspF,G6699-MONOMER,104.3535,9.000000
hslJ,G6702-MONOMER,43.0849333333,78.000000
ydbH,G6703-MONOMER,11.6845,16.000000
ynbE,G6704-MONOMER,22.7341666667,26.000000
ydbL,G6705-MONOMER,27.9112666667,19.000000
paaI,G6717-MONOMER,1.11913333333,1.000000
paaY,G6721-MONOMER,20.3993666667,16.000000
ydbC,EG11309-MONOMER,5.53096666667,3.000000
ydbD,EG11310-MONOMER,0.877133333333,1.000000
ynbC,G6729-MONOMER,1.59173333333,2.000000
ynbD,G6730-MONOMER,2.59253333333,3.000000
azoR,G6731-MONOMER,29.3112666667,27.000000
hrpA,G6732-MONOMER,36.1618333333,46.000000
ydcF,EG12110-MONOMER,29.0157666667,31.000000
cybB,CYTOCHROME-B561-MONOMER,110.680533333,67.000000
ydcA,EG11219-MONOMER,65.5189333333,29.000000
mokB,G6736-MONOMER,10.7421666667,11.000000
trg,TRG-MONOMER,22.1674,2.000000
ydcJ,G6738-MONOMER,2.21516666667,2.000000
mdoD,EG12859-MONOMER,27.8271666667,42.000000
ydcH,EG12865-MONOMER,11.1283666667,11.000000
rimL,EG10853-MONOMER,26.3423333333,13.000000
ydcK,G6741-MONOMER,7.93433333333,1.000000
tehA,TEHA-MONOMER,17.1474333333,14.000000
tehB,EG11884-MONOMER,54.4212666667,33.000000
ydcL,G6742-MONOMER,37.1943333333,30.000000
ydcO,B1433-MONOMER,4.25683333333,2.000000
ydcP,G6746-MONOMER,16.1244,71.000000
yncJ,G6747-MONOMER,8.17636666667,2.000000
hicB,G6749-MONOMER,15.2093666667,12.000000
ydcX,G6756-MONOMER,15.3820333333,30.000000
ydcY,G6757-MONOMER,248.827,176.000000
ydcZ,G6758-MONOMER,41.3482666667,9.000000
mnaT,G6759-MONOMER,53.5822666667,13.000000
curA,G6760-MONOMER,4.4036,4.000000
yncD,G6762-MONOMER,12.7968666667,21.000000
yncE,G6763-MONOMER,996.738433333,61.000000
yncG,G6765-MONOMER,1.33903333333,1.000000
ydcD,EG11760-MONOMER,2.98216666667,3.000000
pptA,EG11761-MONOMER,30.567,16.000000
yddH,G6769-MONOMER,3.61543333333,2.000000
yddE,EG11825-MONOMER,39.2610333333,14.000000
sra,EG11508-MONOMER,258.445066667,9.000000
osmC,EG10680-MONOMER,62.0444,17.000000
dosC,G6784-MONOMER,6.07606666667,2.000000
yddW,G6785-MONOMER,8.31573333333,22.000000
pqqL,EG11744-MONOMER,18.8416666667,4.000000
yddB,EG11743-MONOMER,18.2058333333,2.000000
yddA,YDDA-MONOMER,8.55373333333,1.000000
ydeN,G6788-MONOMER,2.2085,1.000000
ydeP,G6791-MONOMER,1.39553333333,2.000000
ydeR,G6793-MONOMER,0.265233333333,1.000000
ydeS,G6794-MONOMER,0.510466666667,1.000000
lsrK,G6798-MONOMER,2.8815,2.000000
lsrD,YDEZ-MONOMER,0.734633333333,1.000000
lsrB,YNEA-MONOMER,2.72136666667,1.000000
lsrF,G6804-MONOMER,1.84006666667,1.000000
lsrG,G6805-MONOMER,2.40646666667,2.000000
yneE,G6807-MONOMER,13.1543,11.000000
yneF,G6808-MONOMER,6.84066666667,13.000000
yneG,G6809-MONOMER,48.1506333333,31.000000
yneK,G6813-MONOMER,0.859333333333,1.000000
marC,EG11637-MONOMER,12.9305333333,17.000000
marB,EG11599-MONOMER,22.2317666667,39.000000
ydeE,YDEF-MONOMER,9.3467,5.000000
ydeH,EG11643-MONOMER,3.7682,2.000000
dcp,EG10212-MONOMER,41.3093666667,39.000000
ydfZ,G6815-MONOMER,152.2844,14.000000
ydfI,G6816-MONOMER,3.52343333333,3.000000
ydfN,G6821-MONOMER,1.4565,1.000000
ydfO,G6822-MONOMER,1.16863333333,4.000000
gnsB,G6823-MONOMER,624.5027,106.000000
cspI,G6825-MONOMER,5.1276,1.000000
ydfR,G6828-MONOMER,2.66936666667,1.000000
essQ,G6829-MONOMER,0.818566666667,1.000000
cspF,EG12205-MONOMER,32.9626666667,12.000000
rem,EG11129-MONOMER,8.23883333333,5.000000
hokD,EG11130-MONOMER,114.906566667,82.000000
relE,EG11131-MONOMER,56.4777666667,51.000000
flxA,G6833-MONOMER,415.7036,1.000000
ydfA,EG11300-MONOMER,4.47883333333,6.000000
ydfB,EG11301-MONOMER,7.71933333333,3.000000
dicB,EG10227-MONOMER,1.86516666667,2.000000
ydfD,EG11303-MONOMER,0.643466666667,2.000000
rspA,G6839-MONOMER,1.91223333333,1.000000
ynfA,G6840-MONOMER,6.9436,10.000000
ynfB,G6841-MONOMER,314.455333333,84.000000
ynfC,G6843-MONOMER,29.9207666667,14.000000
ynfD,G6844-MONOMER,36.9654666667,13.000000
dmsD,G6849-MONOMER,21.8406666667,32.000000
ynfK,G6851-MONOMER,246.160066667,10.000000
ynfM,B1596-MONOMER,19.9375,5.000000
asr,G6855-MONOMER,7.65666666667,1.000000
ydgD,G6856-MONOMER,28.9161666667,17.000000
tqsA,G6859-MONOMER,5.84983333333,5.000000
ydgH,G6860-MONOMER,93.7477,137.000000
ydgC,G6863-MONOMER,18.9041333333,13.000000
rstB,RSTB-MONOMER,25.9607,16.000000
tus,EG11038-MONOMER,15.9386666667,10.000000
ydgA,G6865-MONOMER,153.934233333,92.000000
uidB,UIDB-MONOMER,0.863133333333,1.000000
hdhA,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER,54.7984333333,49.000000
ydgJ,G6868-MONOMER,51.7644666667,30.000000
cnu,G6869-MONOMER,32.8230666667,39.000000
ydgK,G6870-MONOMER,31.1172333333,82.000000
rsxA,G6871-MONOMER,11.3018333333,87.000000
rsxB,G6872-MONOMER,17.654,70.000000
rsxC,G6873-MONOMER,21.9861333333,55.000000
rsxD,G6874-MONOMER,25.2650666667,53.000000
rsxG,G6875-MONOMER,29.4758333333,56.000000
rsxE,G6876-MONOMER,37.9449666667,46.000000
nth,EG10662-MONOMER,27.6387333333,41.000000
gstA,GST-MONOMER,62.0519,27.000000
mliC,EG11488-MONOMER,14.8231666667,8.000000
slyB,G6881-MONOMER,991.2617,699.000000
ydhI,G6883-MONOMER,17.5368666667,27.000000
ydhJ,G6884-MONOMER,7.96156666667,20.000000
ydhK,G6885-MONOMER,5.57323333333,10.000000
ydhF,G6887-MONOMER,47.4279333333,30.000000
ydhL,G6888-MONOMER,13.8385333333,4.000000
nemA,G6890-MONOMER,16.2362,21.000000
rnt,EG11547-MONOMER,28.852,47.000000
lhr,EG11548-MONOMER,7.06036666667,3.000000
ydhO,G6892-MONOMER,31.1511666667,18.000000
ydhP,B1657-MONOMER,4.74843333333,10.000000
ydhC,YDHC-MONOMER,8.32443333333,60.000000
mdtK,YDHE-MONOMER,18.3325666667,55.000000
ydhQ,G6894-MONOMER,63.8201666667,56.000000
ydhR,G6895-MONOMER,238.607833333,78.000000
ydhS,G6896-MONOMER,5.55733333333,1.000000
ydhT,G6897-MONOMER,2.51776666667,1.000000
ydhU,G6898-MONOMER,2.66726666667,2.000000
ydhW,G6900-MONOMER,3.6363,2.000000
ydhV,G6901-MONOMER,1.25996666667,1.000000
ydhY,G6902-MONOMER,0.876466666667,1.000000
ydhZ,G6903-MONOMER,42.4530666667,43.000000
ynhG,G6904-MONOMER,26.7087,6.000000
ydiH,G6911-MONOMER,123.717166667,6.000000
menI,G6912-MONOMER,60.0582666667,44.000000
ydiJ,G6913-MONOMER,51.0075333333,41.000000
ydiK,G6914-MONOMER,28.7934,57.000000
ydiF,EG12432-MONOMER,0.8298,1.000000
ydiO,G6918-MONOMER,1.60396666667,1.000000
ydiQ,G6920-MONOMER,1.1061,1.000000
ydiR,G6921-MONOMER,1.58166666667,1.000000
ydiS,G6922-MONOMER,1.00803333333,1.000000
ppsR,EG11132-MONOMER,53.1975,17.000000
ydiE,EG12391-MONOMER,128.657666667,15.000000
ydiU,G6924-MONOMER,53.553,36.000000
ydiV,G6925-MONOMER,32.5676,12.000000
nlpC,EG11133-MONOMER,50.0161333333,54.000000
pheM,EG11272-MONOMER,33.7013,103.000000
rplT,EG10881-MONOMER,2911.2944,7393.000000
rpmI,EG11231-MONOMER,8412.75416667,7273.000000
infC,EG10506-MONOMER,3581.89503333,5767.000000
ydiY,G6928-MONOMER,63.6918666667,270.000000
ydiZ,G6929-MONOMER,22.8976,8.000000
yniA,G6930-MONOMER,18.1079666667,7.000000
yniB,G6931-MONOMER,36.2872666667,40.000000
yniC,G6932-MONOMER,50.0350333333,47.000000
ydjM,G6933-MONOMER,8.76523333333,11.000000
ydjN,G6934-MONOMER,45.4518,19.000000
cedA,G6936-MONOMER,13.6915333333,32.000000
chbG,EG12198-MONOMER,7.8748,8.000000
chbA,CELC-MONOMER,11.0885666667,7.000000
chbC,CELB-MONOMER,2.48856666667,6.000000
chbB,CELA-MONOMER,22.2243333333,15.000000
cho,G6937-MONOMER,17.2314333333,7.000000
spy,G6939-MONOMER,9.67513333333,7.000000
xthA,EG11073-MONOMER,52.6305,105.000000
ydjX,G6945-MONOMER,31.2178666667,1.000000
ydjY,G6946-MONOMER,26.8329,2.000000
ydjZ,G6947-MONOMER,8.36573333333,5.000000
ynjA,G6948-MONOMER,10.4851666667,9.000000
ynjB,G6949-MONOMER,9.2754,8.000000
ynjC,YNJC-MONOMER,2.00793333333,4.000000
ynjD,YNJD-MONOMER,6.20126666667,6.000000
ynjE,G6952-MONOMER,29.0136333333,9.000000
ynjF,G6953-MONOMER,8.8332,13.000000
ynjH,G6955-MONOMER,64.3713333333,2.000000
ynjI,G6956-MONOMER,11.6723333333,3.000000
topB,EG11014-MONOMER,55.1615,82.000000
ydjA,EG11134-MONOMER,128.2939,71.000000
sppA,EG10968-MONOMER,51.5652666667,53.000000
ydjE,YDJE-MONOMER,2.68836666667,2.000000
ydjG,G6958-MONOMER,1.6866,2.000000
ydjH,G6959-MONOMER,1.66993333333,1.000000
ydjJ,G6961-MONOMER,1.32003333333,1.000000
ydjK,B1775-MONOMER,0.263533333333,1.000000
ydjL,G6963-MONOMER,1.89956666667,1.000000
yeaC,G6964-MONOMER,127.365733333,107.000000
yeaD,G6966-MONOMER,61.2107333333,40.000000
mipA,G6968-MONOMER,265.7268,616.000000
yeaG,G6969-MONOMER,10.3612666667,3.000000
yeaH,G6970-MONOMER,4.5695,1.000000
yeaJ,G6972-MONOMER,3.8951,16.000000
yeaK,G6973-MONOMER,72.9651333333,32.000000
yoaI,G6974-MONOMER,39.8318333333,1.000000
yeaL,G6975-MONOMER,16.2730666667,10.000000
yeaN,B1791-MONOMER,3.6667,4.000000
yeaO,G6978-MONOMER,42.7292333333,13.000000
yoaF,G6979-MONOMER,45.0308,24.000000
yeaP,G6980-MONOMER,67.9096,24.000000
yeaQ,G6981-MONOMER,55.7761666667,55.000000
yoaG,G6982-MONOMER,1.18726666667,2.000000
leuE,G6984-MONOMER,7.68916666667,30.000000
yeaX,G6989-MONOMER,1.8682,1.000000
rnd,EG10858-MONOMER,30.865,53.000000
yeaY,G6990-MONOMER,29.8933,98.000000
tsaB,G6991-MONOMER,25.9811333333,115.000000
yoaA,G6992-MONOMER,11.5761666667,21.000000
yoaB,G6993-MONOMER,147.5328,123.000000
yoaC,G6994-MONOMER,16.5121333333,16.000000
yoaH,G6995-MONOMER,76.4142333333,34.000000
nudL,EG12693-MONOMER,23.7288,21.000000
yoaE,G6997-MONOMER,19.4558666667,47.000000
yobD,G6998-MONOMER,9.8299,20.000000
mntP,G6999-MONOMER,3.92096666667,24.000000
rlmA,EG12207-MONOMER,23.4688666667,43.000000
yobF,G7000-MONOMER,1951.56016667,2558.000000
yebO,G7001-MONOMER,166.161066667,214.000000
mgrB,G7002-MONOMER,168.719933333,107.000000
yebQ,B1828-MONOMER,1.963,2.000000
htpX,EG10462-MONOMER,116.702533333,289.000000
prc,EG10760-MONOMER,118.249333333,203.000000
proQ,EG12866-MONOMER,496.330766667,691.000000
msrC,G7005-MONOMER,204.956933333,165.000000
yebS,G7006-MONOMER,12.9138,14.000000
yebT,G7007-MONOMER,16.3683666667,15.000000
rsmF,G7008-MONOMER,10.4502333333,29.000000
yebV,G7009-MONOMER,28.7087,7.000000
yebW,G7010-MONOMER,33.1954666667,18.000000
pphA,G7011-MONOMER,6.75886666667,2.000000
yebY,G7012-MONOMER,165.5755,91.000000
yebZ,G7013-MONOMER,117.466166667,78.000000
yobA,G7014-MONOMER,313.290066667,77.000000
holE,EG11505-MONOMER,92.4546333333,39.000000
yobB,G7015-MONOMER,22.3037,11.000000
exoX,G7016-MONOMER,33.9693333333,26.000000
ptrB,EG11004-MONOMER,13.9987666667,5.000000
yebE,EG11806-MONOMER,14.6543666667,5.000000
yebF,EG11807-MONOMER,59.6368,53.000000
yebG,EG11808-MONOMER,124.113533333,63.000000
yebA,EG10013-MONOMER,21.982,37.000000
ruvB,EG10924-MONOMER,29.5603333333,43.000000
ruvA,EG10923-MONOMER,60.7847666667,54.000000
yebB,EG11136-MONOMER,2.7509,1.000000
ruvC,EG10925-MONOMER,76.3393666667,267.000000
yebC,EG11137-MONOMER,196.317633333,461.000000
yecD,EG12378-MONOMER,26.3789666667,30.000000
yecE,EG12379-MONOMER,13.1881,14.000000
yecN,G7019-MONOMER,78.1454,117.000000
cmoA,G7020-MONOMER,29.9794,104.000000
cmoB,G7021-MONOMER,22.7630666667,101.000000
cutC,G7024-MONOMER,39.3798,33.000000
yecM,G7025-MONOMER,25.0753333333,30.000000
yecT,G7026-MONOMER,17.3495333333,4.000000
flhE,G7027-MONOMER,35.4238666667,2.000000
flhA,G370-MONOMER,47.4942666667,2.000000
flhB,G7028-MONOMER,65.2390666667,2.000000
cheZ,CHEZ-MONOMER,296.5568,3.000000
cheY,CHEY-MONOMER,641.793633333,2.000000
cheB,CHEB-MONOMER,163.115166667,1.000000
tar,TAR-MONOMER,516.026166667,1.000000
cheW,CHEW-MONOMER,697.474733333,4.000000
cheA,PROTEIN-CHEA,351.949233333,2.000000
motB,MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,337.886166667,1.000000
motA,MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,278.3791,1.000000
uspC,G7031-MONOMER,40.4833,5.000000
araH,ARAH-MONOMER,6.93436666667,2.000000
ftnB,G7033-MONOMER,37.6808333333,26.000000
yecR,G7035-MONOMER,139.862,2.000000
ftnA,EG10921-MONOMER,125.252833333,114.000000
yecH,G7036-MONOMER,40.3884,5.000000
yecA,EG11139-MONOMER,102.4588,37.000000
uvrC,EG11063-MONOMER,65.8102666667,57.000000
yecF,EG12861-MONOMER,33.7614666667,160.000000
yecC,EG12347-MONOMER,34.5456666667,31.000000
yecS,G7037-MONOMER,25.5919666667,29.000000
fliY,G7039-MONOMER,234.8998,43.000000
fliC,EG10321-MONOMER,7734.90346667,10.000000
fliD,EG10841-MONOMER,622.115333333,1.000000
fliS,EG11388-MONOMER,521.958233333,2.000000
fliT,EG11389-MONOMER,295.257266667,2.000000
yedD,EG11659-MONOMER,106.001866667,154.000000
yedE,EG11660-MONOMER,32.5184666667,136.000000
yedF,EG11661-MONOMER,50.5018,139.000000
yedK,EG11662-MONOMER,1.6405,2.000000
yedL,G7040-MONOMER,7.3709,3.000000
fliE,EG11346-MONOMER,97.6802,7.000000
fliF,FLIF-FLAGELLAR-MS-RING,189.841,3.000000
fliG,FLIG-FLAGELLAR-SWITCH-PROTEIN,240.454666667,4.000000
fliH,EG11656-MONOMER,194.4251,3.000000
fliI,G377-MONOMER,110.7582,2.000000
fliJ,G378-MONOMER,176.6441,1.000000
fliK,G379-MONOMER,162.019266667,1.000000
fliL,EG10322-MONOMER,505.410766667,5.000000
fliM,FLIM-FLAGELLAR-C-RING-SWITCH,301.732166667,5.000000
fliN,FLIN-FLAGELLAR-C-RING-SWITCH,192.636833333,4.000000
fliO,EG11224-MONOMER,128.291933333,3.000000
fliP,EG11975-MONOMER,61.5120333333,2.000000
fliQ,EG11976-MONOMER,85.9204333333,3.000000
dsrB,G7045-MONOMER,54.7885666667,76.000000
yodD,G7046-MONOMER,6.7429,2.000000
yedP,G7048-MONOMER,6.49263333333,2.000000
yedQ,G7049-MONOMER,10.8543,8.000000
yodC,G7050-MONOMER,15.637,22.000000
yedI,EG12709-MONOMER,14.3573666667,23.000000
yedA,EG11141-MONOMER,4.21376666667,2.000000
vsr,EG11068-MONOMER,10.8074666667,17.000000
dcm,EG10211-MONOMER,19.9183333333,34.000000
yedJ,EG12710-MONOMER,19.9407666667,31.000000
yedR,G7051-MONOMER,17.6716666667,34.000000
hchA,G7055-MONOMER,9.8566,18.000000
yedV,G7056-MONOMER,11.4043333333,8.000000
